,PINCP,AGEP,RAC1P,MAR,SCHL,COW,OCCP,RELP,SEX,RELP_category
349,0,18-40,1,5,4,1.0,5400.0,17,0,Institutional Residents
353,0,18-40,1,5,4,1.0,4720.0,17,1,Institutional Residents
354,0,40-60,1,1,0,6.0,440.0,17,0,Institutional Residents
359,0,18-40,1,5,3,1.0,5240.0,17,0,Institutional Residents
364,0,18-40,0,5,4,1.0,9620.0,17,1,Institutional Residents
365,0,18-40,1,5,3,2.0,7340.0,17,1,Institutional Residents
372,0,18-40,1,5,4,4.0,5400.0,17,0,Institutional Residents
373,0,40-60,1,1,4,1.0,9365.0,17,1,Institutional Residents
375,0,18-40,1,5,4,1.0,4640.0,17,1,Institutional Residents
376,0,18-40,1,4,3,1.0,9600.0,16,1,Institutional Residents
378,0,40-60,0,5,4,1.0,8740.0,16,1,Institutional Residents
381,0,18-40,0,5,3,3.0,4720.0,17,0,Institutional Residents
382,0,80-100,0,3,4,4.0,6442.0,16,1,Institutional Residents
385,0,40-60,1,1,3,4.0,4251.0,17,1,Institutional Residents
386,0,40-60,0,3,3,4.0,4020.0,16,1,Institutional Residents
391,0,40-60,0,5,4,5.0,5000.0,16,1,Institutional Residents
395,0,18-40,1,2,7,1.0,8990.0,17,0,Institutional Residents
396,0,18-40,0,5,3,1.0,9130.0,16,1,Institutional Residents
398,0,18-40,1,5,4,4.0,4540.0,17,1,Institutional Residents
399,0,18-40,0,5,4,1.0,5860.0,17,1,Institutional Residents
403,0,18-40,1,5,4,1.0,9620.0,17,1,Institutional Residents
405,0,18-40,0,5,4,1.0,1970.0,17,1,Institutional Residents
407,0,18-40,1,5,3,1.0,5240.0,17,0,Institutional Residents
412,0,18-40,1,5,4,3.0,4251.0,17,1,Institutional Residents
413,1,18-40,1,5,4,1.0,4622.0,17,0,Institutional Residents
414,0,40-60,1,3,4,1.0,4350.0,16,1,Institutional Residents
420,0,18-40,1,5,4,1.0,5550.0,17,0,Institutional Residents
423,0,40-60,0,4,3,1.0,4110.0,17,0,Institutional Residents
424,0,18-40,1,5,3,1.0,4251.0,17,1,Institutional Residents
427,0,18-40,0,5,4,3.0,4055.0,17,0,Institutional Residents
428,0,18-40,1,1,3,1.0,310.0,17,0,Institutional Residents
430,0,18-40,1,5,3,1.0,4030.0,17,0,Institutional Residents
432,0,40-60,1,5,3,3.0,6220.0,16,1,Institutional Residents
433,0,18-40,1,5,4,1.0,4010.0,17,1,Institutional Residents
436,0,18-40,0,3,3,4.0,4020.0,16,1,Institutional Residents
440,0,18-40,1,5,4,4.0,4640.0,17,1,Institutional Residents
445,0,18-40,0,5,3,4.0,4020.0,16,1,Institutional Residents
446,0,40-60,1,5,6,2.0,2205.0,17,0,Institutional Residents
448,0,18-40,1,1,4,1.0,5610.0,17,1,Institutional Residents
450,0,40-60,1,5,3,1.0,4020.0,16,1,Institutional Residents
452,0,18-40,1,5,4,4.0,5860.0,17,0,Institutional Residents
453,1,18-40,0,5,4,1.0,9130.0,17,0,Institutional Residents
456,0,18-40,1,5,6,1.0,5740.0,17,1,Institutional Residents
458,0,18-40,1,5,4,2.0,4950.0,17,1,Institutional Residents
465,0,18-40,0,5,4,1.0,4622.0,17,0,Institutional Residents
466,0,18-40,0,5,4,2.0,5860.0,17,0,Institutional Residents
467,0,18-40,1,5,4,4.0,4720.0,17,0,Institutional Residents
468,0,18-40,1,5,4,1.0,4600.0,17,0,Institutional Residents
471,0,18-40,1,5,3,1.0,8225.0,16,1,Institutional Residents
473,0,40-60,1,5,5,4.0,4500.0,16,1,Institutional Residents
476,0,18-40,1,3,4,1.0,7800.0,16,1,Institutional Residents
481,0,18-40,1,5,3,1.0,4020.0,17,1,Institutional Residents
482,0,18-40,1,5,4,1.0,3603.0,17,1,Institutional Residents
483,0,40-60,1,1,0,6.0,440.0,17,0,Institutional Residents
484,0,40-60,1,2,3,4.0,8300.0,16,1,Institutional Residents
485,0,40-60,1,5,3,2.0,2006.0,17,1,Institutional Residents
486,0,18-40,1,5,4,2.0,4710.0,17,1,Institutional Residents
488,0,18-40,0,5,4,1.0,4720.0,17,0,Institutional Residents
490,0,18-40,1,5,4,1.0,2722.0,17,0,Institutional Residents
496,1,18-40,1,5,7,4.0,2205.0,17,1,Institutional Residents
498,0,18-40,1,5,3,1.0,8990.0,16,1,Institutional Residents
499,0,18-40,1,5,3,1.0,9645.0,17,1,Institutional Residents
500,0,18-40,1,5,3,4.0,4500.0,16,1,Institutional Residents
501,0,18-40,1,5,3,1.0,2545.0,17,1,Institutional Residents
502,0,18-40,0,5,4,1.0,1555.0,17,0,Institutional Residents
503,0,18-40,1,5,4,4.0,4640.0,17,0,Institutional Residents
505,0,18-40,1,5,4,1.0,5860.0,17,0,Institutional Residents
506,0,18-40,0,5,4,1.0,5000.0,17,1,Institutional Residents
513,0,18-40,1,5,4,4.0,2205.0,17,0,Institutional Residents
514,0,40-60,1,5,0,2.0,8990.0,17,0,Institutional Residents
517,0,18-40,0,5,3,1.0,9720.0,16,1,Institutional Residents
520,0,18-40,1,5,4,1.0,6050.0,17,0,Institutional Residents
522,0,18-40,0,5,4,6.0,4760.0,17,0,Institutional Residents
531,0,18-40,0,5,4,1.0,5300.0,17,0,Institutional Residents
532,0,18-40,1,1,3,5.0,9825.0,17,1,Institutional Residents
533,0,18-40,1,5,3,7.0,6260.0,16,1,Institutional Residents
534,0,18-40,1,5,4,1.0,4120.0,17,0,Institutional Residents
535,0,40-60,1,1,3,1.0,6515.0,16,1,Institutional Residents
537,0,18-40,1,5,5,1.0,4720.0,17,0,Institutional Residents
541,0,18-40,0,1,7,4.0,2205.0,17,0,Institutional Residents
547,0,18-40,1,5,4,1.0,5860.0,17,0,Institutional Residents
548,1,18-40,1,5,4,1.0,4150.0,17,0,Institutional Residents
559,0,18-40,0,5,4,2.0,4220.0,17,0,Institutional Residents
560,0,40-60,0,5,4,3.0,2350.0,16,1,Institutional Residents
562,0,18-40,1,5,3,1.0,4110.0,17,0,Institutional Residents
575,0,18-40,1,5,4,1.0,4230.0,17,1,Institutional Residents
578,0,18-40,1,5,3,2.0,2722.0,17,0,Institutional Residents
579,0,40-60,1,1,4,1.0,4720.0,17,0,Institutional Residents
580,0,40-60,1,3,7,4.0,3802.0,16,0,Institutional Residents
588,0,18-40,1,5,4,1.0,1105.0,17,0,Institutional Residents
591,0,18-40,1,5,4,1.0,1420.0,17,0,Institutional Residents
593,0,18-40,0,5,3,4.0,2145.0,16,1,Institutional Residents
595,0,18-40,1,5,3,1.0,5400.0,17,0,Institutional Residents
596,0,40-60,1,1,3,4.0,4220.0,16,1,Institutional Residents
598,0,18-40,1,5,4,1.0,4720.0,17,0,Institutional Residents
605,0,18-40,1,5,5,1.0,4110.0,17,0,Institutional Residents
608,0,18-40,0,5,6,2.0,4220.0,17,0,Institutional Residents
609,0,40-60,0,2,3,4.0,2004.0,16,0,Institutional Residents
613,0,18-40,1,5,3,1.0,4760.0,17,0,Institutional Residents
617,0,18-40,1,5,4,1.0,5940.0,17,1,Institutional Residents
622,0,40-60,1,1,4,1.0,9365.0,17,1,Institutional Residents
623,0,18-40,1,5,4,2.0,1050.0,17,1,Institutional Residents
627,0,18-40,1,4,3,1.0,9600.0,16,1,Institutional Residents
628,1,18-40,0,5,6,4.0,2205.0,17,1,Institutional Residents
634,0,18-40,1,5,4,4.0,4030.0,17,1,Institutional Residents
635,0,18-40,1,5,4,1.0,9600.0,16,1,Institutional Residents
638,0,40-60,1,1,4,2.0,5940.0,17,1,Institutional Residents
641,0,40-60,1,5,3,1.0,4220.0,16,0,Institutional Residents
646,0,40-60,1,1,4,2.0,5940.0,17,1,Institutional Residents
647,0,18-40,1,5,4,2.0,7010.0,17,1,Institutional Residents
649,0,18-40,1,5,3,1.0,8800.0,16,1,Institutional Residents
655,0,18-40,1,5,4,2.0,5360.0,17,0,Institutional Residents
661,0,40-60,1,5,3,2.0,4950.0,17,1,Institutional Residents
665,0,18-40,1,1,4,1.0,5610.0,17,1,Institutional Residents
669,0,18-40,1,5,4,2.0,5400.0,17,0,Institutional Residents
670,0,18-40,0,5,3,4.0,9610.0,16,0,Institutional Residents
675,0,18-40,0,5,4,1.0,710.0,17,0,Institutional Residents
678,0,18-40,1,5,4,1.0,2633.0,17,0,Institutional Residents
683,0,40-60,0,5,4,3.0,2350.0,16,1,Institutional Residents
684,0,40-60,0,5,3,2.0,4220.0,17,0,Institutional Residents
686,0,18-40,1,5,4,2.0,2060.0,17,1,Institutional Residents
694,0,40-60,0,5,4,4.0,4220.0,16,1,Institutional Residents
696,0,18-40,1,3,2,7.0,7200.0,16,1,Institutional Residents
703,0,18-40,1,5,3,1.0,9645.0,17,1,Institutional Residents
707,0,18-40,0,5,4,1.0,4150.0,17,1,Institutional Residents
708,0,18-40,1,5,4,1.0,4540.0,17,0,Institutional Residents
710,0,18-40,1,5,3,7.0,6515.0,16,1,Institutional Residents
711,0,18-40,1,5,3,4.0,4220.0,16,1,Institutional Residents
712,1,18-40,0,5,1,1.0,4110.0,17,0,Institutional Residents
717,0,40-60,0,4,3,1.0,4110.0,17,0,Institutional Residents
718,0,18-40,1,5,4,1.0,4150.0,17,0,Institutional Residents
728,0,18-40,1,5,4,1.0,4110.0,17,0,Institutional Residents
729,0,18-40,1,5,4,1.0,5860.0,17,0,Institutional Residents
731,0,18-40,0,5,4,1.0,2040.0,17,0,Institutional Residents
733,0,18-40,1,5,3,1.0,4150.0,17,0,Institutional Residents
734,0,40-60,1,5,3,2.0,8990.0,17,0,Institutional Residents
739,1,40-60,1,3,3,4.0,6240.0,16,1,Institutional Residents
741,0,18-40,1,5,4,1.0,9620.0,17,1,Institutional Residents
744,0,18-40,1,5,3,1.0,6050.0,16,1,Institutional Residents
745,0,18-40,1,5,4,1.0,4055.0,17,0,Institutional Residents
751,0,18-40,1,5,3,1.0,9130.0,16,1,Institutional Residents
763,0,18-40,1,5,4,2.0,8255.0,17,0,Institutional Residents
765,0,18-40,0,5,4,1.0,9365.0,17,0,Institutional Residents
775,0,18-40,0,5,4,1.0,4110.0,17,0,Institutional Residents
777,0,18-40,1,5,4,1.0,2205.0,17,1,Institutional Residents
778,0,18-40,0,1,4,1.0,2205.0,17,1,Institutional Residents
782,0,18-40,0,5,3,1.0,230.0,17,1,Institutional Residents
785,0,18-40,1,5,4,2.0,4640.0,17,1,Institutional Residents
791,0,18-40,1,5,6,1.0,3960.0,17,0,Institutional Residents
793,1,40-60,1,3,6,2.0,3110.0,17,1,Institutional Residents
794,0,18-40,0,5,4,1.0,5400.0,17,0,Institutional Residents
796,0,18-40,1,5,4,1.0,5400.0,17,1,Institutional Residents
797,0,18-40,1,5,5,1.0,5810.0,17,0,Institutional Residents
800,0,18-40,1,5,3,1.0,4020.0,17,1,Institutional Residents
811,0,18-40,0,5,3,4.0,6050.0,16,0,Institutional Residents
815,0,40-60,1,5,0,2.0,8990.0,17,0,Institutional Residents
819,0,18-40,1,5,3,1.0,8990.0,17,0,Institutional Residents
820,0,18-40,1,5,4,1.0,7260.0,17,1,Institutional Residents
828,0,18-40,1,5,4,1.0,4110.0,17,1,Institutional Residents
834,0,18-40,1,5,3,1.0,4020.0,17,1,Institutional Residents
849,0,18-40,0,5,4,2.0,2545.0,17,1,Institutional Residents
850,0,18-40,1,5,3,2.0,4700.0,17,1,Institutional Residents
853,1,18-40,1,5,4,2.0,4622.0,17,0,Institutional Residents
856,0,18-40,1,5,4,1.0,6230.0,17,1,Institutional Residents
859,0,18-40,0,5,7,1.0,3646.0,17,0,Institutional Residents
860,0,18-40,0,5,4,1.0,2830.0,17,1,Institutional Residents
871,0,18-40,1,5,4,1.0,1530.0,17,0,Institutional Residents
879,0,18-40,1,2,7,1.0,8990.0,17,0,Institutional Residents
880,0,18-40,0,5,4,1.0,4700.0,17,1,Institutional Residents
881,0,40-60,0,1,3,1.0,9640.0,17,1,Institutional Residents
885,0,18-40,1,5,4,1.0,8740.0,17,0,Institutional Residents
886,0,18-40,0,5,4,2.0,4720.0,17,1,Institutional Residents
893,0,40-60,0,5,3,2.0,4220.0,17,0,Institutional Residents
895,0,18-40,0,5,4,1.0,4130.0,17,0,Institutional Residents
896,1,40-60,1,5,6,1.0,2205.0,17,1,Institutional Residents
902,0,18-40,1,5,4,1.0,1460.0,17,1,Institutional Residents
909,0,18-40,1,5,4,1.0,4220.0,17,0,Institutional Residents
910,0,18-40,1,5,4,1.0,6260.0,16,1,Institutional Residents
914,0,60-80,0,5,0,2.0,8740.0,16,1,Institutional Residents
915,0,18-40,1,5,4,1.0,5010.0,17,0,Institutional Residents
917,0,18-40,1,5,5,1.0,4435.0,17,1,Institutional Residents
926,0,18-40,1,5,4,1.0,1970.0,17,0,Institutional Residents
931,0,40-60,1,5,3,4.0,8300.0,16,1,Institutional Residents
935,0,18-40,0,5,3,4.0,4220.0,16,1,Institutional Residents
936,0,18-40,1,5,3,4.0,3602.0,16,1,Institutional Residents
937,0,18-40,1,5,3,2.0,2910.0,17,1,Institutional Residents
939,0,18-40,1,5,3,1.0,4020.0,17,0,Institutional Residents
943,0,18-40,0,5,3,4.0,4220.0,16,1,Institutional Residents
948,1,18-40,0,5,4,4.0,4540.0,17,0,Institutional Residents
950,0,18-40,0,5,3,1.0,9610.0,16,1,Institutional Residents
952,0,18-40,0,5,4,1.0,4120.0,17,1,Institutional Residents
953,0,18-40,1,5,4,2.0,5860.0,17,0,Institutional Residents
954,0,18-40,0,5,3,1.0,7750.0,16,1,Institutional Residents
958,0,18-40,0,5,4,1.0,4220.0,16,1,Institutional Residents
960,0,18-40,1,5,4,1.0,1105.0,17,0,Institutional Residents
964,0,18-40,0,5,3,1.0,9130.0,16,1,Institutional Residents
965,0,18-40,1,5,4,1.0,4622.0,17,0,Institutional Residents
969,0,18-40,1,5,4,1.0,4020.0,17,1,Institutional Residents
977,0,18-40,0,5,4,1.0,4120.0,17,1,Institutional Residents
978,0,18-40,1,5,4,1.0,1970.0,17,0,Institutional Residents
980,1,18-40,1,5,4,4.0,5860.0,17,0,Institutional Residents
983,0,18-40,1,5,4,1.0,4040.0,17,0,Institutional Residents
985,0,60-80,0,5,3,4.0,2360.0,16,1,Institutional Residents
986,0,18-40,1,5,6,1.0,5740.0,17,1,Institutional Residents
988,0,18-40,0,5,3,1.0,7750.0,16,1,Institutional Residents
989,0,18-40,1,5,4,2.0,4251.0,17,0,Institutional Residents
994,0,18-40,1,5,3,1.0,8990.0,17,0,Institutional Residents
995,0,40-60,0,5,3,1.0,9130.0,17,1,Institutional Residents
997,1,40-60,0,4,7,6.0,4600.0,16,0,Institutional Residents
998,0,18-40,1,5,4,4.0,2180.0,16,1,Institutional Residents
999,0,18-40,1,5,3,1.0,6260.0,16,1,Institutional Residents
1009,0,60-80,1,1,4,6.0,205.0,17,1,Institutional Residents
1016,0,18-40,0,1,4,1.0,2205.0,17,1,Institutional Residents
1017,0,40-60,1,3,2,1.0,4210.0,17,1,Institutional Residents
1018,0,40-60,1,3,2,1.0,4210.0,17,1,Institutional Residents
1025,0,18-40,1,5,4,1.0,2040.0,17,0,Institutional Residents
1027,0,18-40,1,5,4,1.0,5120.0,17,0,Institutional Residents
1030,0,40-60,1,3,4,6.0,4220.0,17,0,Institutional Residents
1033,0,18-40,1,5,4,4.0,7010.0,17,1,Institutional Residents
1038,0,18-40,1,5,4,1.0,4150.0,17,0,Institutional Residents
1040,0,18-40,1,5,4,1.0,6410.0,17,1,Institutional Residents
1042,0,18-40,1,5,4,4.0,4640.0,17,0,Institutional Residents
1045,0,18-40,1,5,5,1.0,1410.0,16,1,Institutional Residents
1048,0,40-60,1,3,4,6.0,4220.0,17,0,Institutional Residents
1049,0,80-100,1,5,7,2.0,2205.0,17,1,Institutional Residents
1052,0,40-60,0,3,4,1.0,4110.0,17,0,Institutional Residents
1054,0,18-40,1,5,4,1.0,9130.0,17,0,Institutional Residents
1055,0,18-40,0,5,2,1.0,8990.0,16,1,Institutional Residents
1059,0,40-60,0,5,4,4.0,4020.0,16,1,Institutional Residents
1069,0,18-40,0,5,3,1.0,8990.0,16,0,Institutional Residents
1070,0,18-40,1,5,4,1.0,4010.0,17,1,Institutional Residents
1071,0,18-40,0,5,3,1.0,4020.0,16,1,Institutional Residents
1072,0,40-60,0,3,3,4.0,9620.0,16,1,Institutional Residents
1074,0,18-40,1,5,4,1.0,5550.0,17,0,Institutional Residents
1077,0,18-40,1,5,6,1.0,1970.0,17,1,Institutional Residents
1078,0,40-60,0,2,3,4.0,2004.0,16,0,Institutional Residents
1079,1,18-40,1,1,6,1.0,2861.0,17,1,Institutional Residents
1082,0,18-40,1,5,4,1.0,2360.0,17,0,Institutional Residents
1093,0,40-60,1,1,0,6.0,440.0,17,0,Institutional Residents
1095,0,18-40,0,5,4,1.0,5740.0,17,0,Institutional Residents
1099,0,18-40,1,5,4,1.0,5400.0,17,0,Institutional Residents
1100,0,18-40,0,5,3,5.0,3500.0,17,0,Institutional Residents
1104,0,18-40,1,5,3,1.0,4760.0,17,1,Institutional Residents
1107,0,18-40,1,5,4,1.0,4150.0,17,0,Institutional Residents
1108,0,18-40,1,5,3,1.0,4760.0,17,1,Institutional Residents
1109,0,18-40,1,5,4,1.0,1460.0,17,1,Institutional Residents
1111,0,18-40,1,1,3,1.0,9620.0,16,1,Institutional Residents
1112,0,40-60,1,5,0,2.0,9620.0,17,1,Institutional Residents
1114,0,18-40,0,5,4,1.0,4760.0,17,1,Institutional Residents
1115,0,18-40,0,5,4,1.0,4760.0,17,0,Institutional Residents
1118,0,18-40,1,5,4,2.0,4950.0,17,1,Institutional Residents
1124,0,18-40,1,5,3,1.0,2633.0,17,0,Institutional Residents
1125,0,18-40,1,5,4,1.0,4435.0,17,0,Institutional Residents
1126,0,18-40,1,5,4,6.0,4600.0,17,0,Institutional Residents
1129,0,18-40,1,5,3,1.0,5260.0,17,1,Institutional Residents
1131,0,18-40,0,5,7,4.0,2205.0,17,0,Institutional Residents
1134,0,18-40,0,5,3,1.0,6260.0,16,1,Institutional Residents
1140,0,18-40,1,5,3,4.0,4220.0,16,1,Institutional Residents
1146,0,18-40,1,5,4,2.0,4622.0,17,0,Institutional Residents
1148,0,18-40,0,5,4,2.0,4621.0,17,1,Institutional Residents
1149,0,18-40,1,5,4,4.0,7010.0,17,1,Institutional Residents
1154,0,18-40,1,5,4,2.0,4540.0,17,1,Institutional Residents
1160,0,18-40,1,5,4,1.0,4760.0,17,1,Institutional Residents
1161,0,40-60,1,5,3,2.0,4950.0,17,1,Institutional Residents
1162,0,18-40,0,5,4,2.0,5940.0,17,0,Institutional Residents
1165,0,18-40,0,5,3,1.0,6260.0,16,1,Institutional Residents
1166,0,18-40,1,5,4,1.0,3602.0,17,0,Institutional Residents
1168,0,18-40,0,5,4,1.0,3603.0,17,0,Institutional Residents
1169,0,18-40,1,1,3,1.0,2770.0,17,0,Institutional Residents
1170,0,18-40,1,5,4,1.0,5240.0,17,0,Institutional Residents
1172,0,18-40,1,5,3,1.0,6260.0,16,1,Institutional Residents
1176,0,18-40,1,5,4,1.0,4600.0,17,0,Institutional Residents
1177,0,18-40,1,5,4,1.0,4030.0,17,0,Institutional Residents
1178,0,18-40,1,5,4,1.0,4251.0,17,1,Institutional Residents
1180,0,18-40,1,5,3,1.0,5260.0,17,1,Institutional Residents
1184,0,18-40,0,5,4,4.0,5320.0,17,0,Institutional Residents
1186,0,18-40,0,5,4,1.0,5400.0,17,1,Institutional Residents
1190,0,60-80,1,5,0,2.0,9620.0,17,1,Institutional Residents
1192,0,18-40,0,5,3,1.0,9620.0,16,1,Institutional Residents
1193,0,18-40,0,5,4,1.0,4760.0,17,0,Institutional Residents
1195,0,40-60,1,5,3,3.0,4220.0,16,1,Institutional Residents
1203,0,18-40,1,5,4,1.0,9620.0,17,1,Institutional Residents
